Question,Answer,URL,ms.service,keywords
如果通过 ExpressRoute 或 VPN 隧道连接本地服务器，是否可与这些服务器通信？,如果通过 ExpressRoute 或 VPN 隧道连接本地服务器，可以与这些服务器通信，只要允许这种流量。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
是否可以使用应用程序网关设置警报？,"应用程序网关确实支持警报。可以基于指标设置警报。 应用程序网关目前提供""吞吐量""指标，可以使用它来配置警报。",https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
是否可以在不造成中断的情况下，将实例大小从中型更改为大型？,可以在不造成中断的情况下，将实例大小从中型更改为大型。Azure 将跨更新域和容错域分配实例，确保所有实例不会同时发生故障。 为了支持缩放，应用程序网关可添加同一网关的多个实例来分担负载。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
是否可以同时对外部和内部流量使用应用程序网关？,可以同时对外部和内部流量使用应用程序网关。每个应用程序网关支持一个内部 IP 和一个外部 IP。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
如何知道后端池成员是否正常？,可以使用 PowerShell cmdlet `Get-AzureRmApplicationGatewayBackendHealth`，或者在门户中访问[应用程序网关诊断](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)来验证运行状况,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
如何监视 WAF？,可通过诊断日志记录监视 WAF。有关诊断日志记录的详细信息，请参阅 [Diagnostics Logging and Metrics for Application Gateway](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)（应用程序网关的诊断日志记录和指标）,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
目前支持在应用程序网关后端池中添加哪些资源？,应用程序网关后端池可以包含 NIC、虚拟机规模集、公共 IP、内部 IP、完全限定的域名 (FQDN) 和多租户后端（比如 Azure Web 应用）。 应用程序网关后端池成员不会绑定到可用性集。 后端池的成员可以跨群集、数据中心，或者在 Azure 外部，前提是它们建立了 IP 连接。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
WAF 支持DDoS 防护吗？,WAF 不提供 DDoS 防护。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,waf
WAF 是否也支持 DDoS 防护？,WAF 不提供 DDoS 防护。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,waf
在应用程序网关的生存期内，其 IP 或 DNS 是否会变化？,如果客户停止再启动网关，VIP 可能会变化。 与应用程序网关关联的 DNS 在网关的整个生命周期内不会变化。 出于此原因，建议使用 CNAME 别名并使其指向应用程序网关的 DNS 地址。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关如何支持高可用性和可伸缩性？,如果已部署两个或更多个实例，则应用程序网关支持高可用性方案。 Azure 将跨更新域和容错域分配这些实例，确保所有实例不会同时发生故障。 为了支持可伸缩性，应用程序网关会添加同一网关的多个实例来分担负载。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是否支持静态 IP？,应用程序网关不支持静态公共 IP 地址，但支持静态内部 IP。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是否支持在网关上使用多个公共 IP？,应用程序网关仅支持一个公共 IP 地址。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是否能够与其虚拟网络外部的实例通信？,应用程序网关可与其所在的虚拟网络外部的实例通信，前提是已建立 IP 连接。 如果打算使用内部 IP 作为后端池成员，则需要使用 [VNET 对等互连](https://docs.azure.cn/virtual-network/virtual-network-peering-overview)或 [VPN 网关](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpngateways)。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
Azure 应用程序网关可以使用哪些类型的日志？,"Azure 应用程序网关可以使用三种日志。 有关这些日志和其他诊断功能的详细信息，请访问[应用程序网关的后端运行状况、诊断日志和指标](https://docs.azure.cn/application-gateway/application-gateway-diagnostics)。
- ApplicationGatewayAccessLog：访问日志包含提交到应用程序网关前端的每个请求。 数据包括调用方的 IP、请求的 URL、响应延迟、返回代码，以及传入和传出的字节数。每隔 300 秒会收集一次访问日志。 此日志包含每个应用程序网关实例的一条记录。
- ApplicationGatewayPerformanceLog：性能日志捕获每个实例的性能信息，包括提供的请求总数、吞吐量（以字节为单位）、失败的请求计数、正常和不正常的后端实例计数。
- ApplicationGatewayFirewallLog：防火墙日志包含通过应用程序网关（配置有 Web 应用程序防火墙）的检测或阻止模式记录的请求。",https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关子网是否支持网络安全组？,"应用程序网关子网支持网络安全组，但具有以下限制：
- 必须提交端口 65503-65534 上传入流量的异常，以便后台运行状况正常工作。
- 不能阻止出站 Internet 连接。
- 必须允许来自 AzureLoadBalancer 标记的流量。",https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关已在哪些区域推出？,应用程序网关已在公共 Azure 的所有区域推出。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关支持哪些最新的加密套件？,请访问[在应用程序网关上配置 SSL 策略版本和密码套件](https://docs.azure.cn/application-gateway/application-gateway-configure-ssl-policy-powershell)，通过 “Get-AzureRMApplicationGatewayAvailableSslOptions cmdlet” 查看可用的加密套件，了解如何自定义 SSL 选项。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关支持哪个 CRS 版本？,应用程序网关支持 CRS [2.2.9](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp229) 和 CRS [3.0](https://docs.azure.cn/application-gateway/application-gateway-crs-rulegroups-rules#owasp30)。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关支持哪些协议？,应用程序网关支持 HTTP、HTTPS 和 WebSocket。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关支持哪些功能？,应用程序网关支持 SSL 卸载和端到端 SSL、Web 应用程序防火墙、基于 Cookie 的会话相关性、基于 URL 路径的路由、多站点托管，等等。 有关受支持功能的完整列表，请访问[应用程序网关简介](https://docs.azure.cn/application-gateway/application-gateway-introduction),https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关与 Azure 负载均衡器之间有什么区别？,应用程序网关是第 7 层负载均衡器，这意味着，它只处理 Web 流量 (HTTP/HTTPS/WebSocket)。 它支持 SSL 终止、基于 Cookie 的会话相关性以及对流量进行负载均衡的轮循机制等功能。 负载均衡器在第 4 层对流量进行负载均衡 (TCP/UDP)。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是订阅专门的部署，还是在所有客户之间共享？,应用程序网关是虚拟网络中的专用部署。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
如何获取应用程序网关的审核日志？,"应用程序网关有相应的审核日志。 在门户上的应用程序网关菜单边栏选项卡中单击""活动日志""即可访问审核日志。",https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关按什么顺序处理侦听器？,应用程序网关按侦听器的显示顺序进行处理。 因此，如果基本侦听器与传入请求匹配，它会先处理该请求。 应将多站点侦听器配置在基本侦听器之前，以确保将流量路由到正确的后端。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关如何处理规则？,应用程序网关按配置规则的顺序处理规则。 建议将多站点规则配置在基本规则之前，以降低将流量路由到错误后端的可能性，因为基本规则会在评估多站点规则之前根据端口匹配流量。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是否支持 x-forwarded-for 标头？,"应用程序网关支持 x-forwarded-for 标头。应用程序网关会将 x-forwarded-for、x-forwarded-proto 和 x-forwarded-port 标头插入转发到后端的请求中。 x-forwarded-for 标头的格式是逗号分隔的""IP:端口""列表。 x-forwarded-proto 的有效值为 http 或 https。 x-forwarded-port 指定请求抵达应用程序网关时所在的端口。",https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
是否可以使用一个后端池来为不同端口上的许多应用程序提供服务？,支持微服务体系结构。 需要配置多个 http 设置才能探测不同的端口。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关支持哪些证书？,应用程序网关支持自签名证书、CA 证书和通配符证书。 不支持 EV 证书。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
应用程序网关是否支持 HTTP 到 HTTPS 的重定向？,应用程序网关支持重定向。 若要了解详细信息，请访问[应用程序网关重定向概述](https://docs.azure.cn/application-gateway/application-gateway-redirect-overview)。,https://docs.azure.cn/application-gateway/application-gateway-faq,application-gateway,
